# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 331K of event 'cycles'
# Event count (approx.): 21195403568036
#
# Children      Self  Command          Shared Object              Symbol                                          
# ........  ........  ...............  .........................  ................................................
#
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] free_unref_page_list
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]          [k] compact_zone
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]          [k] migrate_pages
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]          [k] proactive_compact_node
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] dequeue_task_fair
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]          [k] do_syscall_64
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] cpuidle_not_available
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] clear_page_dirty_for_io
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] should_failslab
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] sched_idle_set_state
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] __frontswap_store
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] uncharge_batch
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] disk_end_io_acct
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] hrtimer_interrupt
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] _raw_spin_trylock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] sugov_get_util
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] intel_pmu_enable_all
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] x86_pmu_enable
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] effective_cpu_util
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]          [k] compaction_alloc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] reweight_entity
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] acct_account_cputime
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] lru_note_cost
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] mem_cgroup_from_id
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] dequeue_entity
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]          [k] migrate_page
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]          [k] move_to_new_page
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] mem_cgroup_iter
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] __rdgsbase_inactive
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] update_rq_clock
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] super_cache_count
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] irq_work_needs_cpu
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] kthread
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] rcu_gp_kthread
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]          [k] ret_from_fork
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] native_flush_tlb_local
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] account_user_time
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] __part_end_io_acct
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] llist_add_batch
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] sched_clock_idle_sleep_event
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] get_random_u32
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __next_zones_zonelist
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] page_counter_cancel
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] page_counter_uncharge
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] tick_program_event
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] native_read_msr
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] llist_reverse_order
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] arch_scale_freq_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] _raw_spin_trylock
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] _swap_info_get
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] psi_task_change
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] swp_entry_cmp
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] _raw_spin_trylock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] cpufreq_stats_record_transition
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] cpufreq_driver_resolve_freq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __zram_bvec_read.constprop.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] bdev_read_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] zram_bvec_rw.constprop.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] zram_rw_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] mod_node_page_state
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __resolve_freq
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] rcu_core
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] rcu_core_si
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] page_endio
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __part_end_io_acct
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] __part_start_io_acct
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] disk_start_io_acct
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] asm_sysvec_call_function_single
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] sysvec_call_function_single
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] mem_cgroup_flush_stats
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] account_user_time
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] rcu_core
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] rcu_core_si
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] rcu_sched_clock_irq
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] rcu_read_unlock_strict
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] tlb_finish_mmu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] enqueue_task_fair
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] remove_migration_pte
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] unlock_page_memcg
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] set_page_dirty
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] tick_nohz_get_idle_calls_cpu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] tick_program_event
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] cpuidle_get_cpu_driver
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] lock_page_lruvec_irqsave
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] scan_swap_map_slots
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] rcu_core_si
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] timerqueue_iterate_next
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] clockevents_program_event
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] put_swap_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] rwsem_down_write_slowpath
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] down_write_killable
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] x2apic_send_IPI
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] native_send_call_func_single_ipi
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] send_call_function_single_ipi
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] update_io_ticks
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] sysvec_call_function
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] asm_sysvec_call_function
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] release_pages
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] memset
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] rwsem_wake.isra.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] trigger_load_balance
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] do_swap
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] page_cpupid_xchg_last
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] rcu_all_qs
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __cpuset_node_allowed
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] cpufreq_driver_fast_switch
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] intel_cpufreq_fast_switch
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] update_dl_rq_load_avg
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] cpumask_next
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] irq_enter_rcu
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] native_irq_return_iret
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __cgroup_account_cputime_field
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] swap_page_sector
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] update_rt_rq_load_avg
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] hrtimer_active
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] total_mapcount
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] tick_nohz_idle_retain_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] timekeeping_advance
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] native_iret
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] llist_reverse_order
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] lock_page_memcg
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] arch_scale_freq_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] run_rebalance_domains
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] page_swap_info
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] page_referenced
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] rmap_walk
     0.00%     0.00%  kswapd0          [kernel.kallsyms]          [k] rmap_walk_anon
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] prep_compound_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] _extract_crng
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] lru_cache_add
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] enqueue_entity
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __sysvec_call_function_single
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __alloc_file
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] alloc_empty_file
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] do_memsw_account
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] native_write_msr
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] rcu_core
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __wake_up
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] queued_write_lock_slowpath
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] kmem_cache_alloc
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] ktime_get_ts64
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] fix_fullness_group
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] x86_pmu_disable
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] PageHuge
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] send_call_function_single_ipi
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] __smp_call_single_queue
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] __bitmap_and
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] sched_clock
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]          [k] migrate_page_copy
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]          [k] migrate_page_states
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] enter_lazy_tlb
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] idle_cpu
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] offset_to_swap_extent
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] update_dl_rq_load_avg
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] __hrtimer_run_queues
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] x86_pmu_enable
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] intel_pmu_enable_all
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] copy_page
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] page_rmapping
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] ktime_get_with_offset
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] rcu_sched_clock_irq
     0.00%     0.00%  swapper          [kernel.kallsyms]          [k] arch_local_irq_disable
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] page_vma_mapped_walk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] __pagevec_lru_add
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] autoremove_wake_function
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]          [k] default_wake_function
     0.00%     0.00%  redis-server     [kernel.kallsyms]          [k] update_wall_time
     0.00%     0.00%  kswapd1          [kernel.kallsyms]          [k] __swap_duplicate
