# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6099289334419
#
# Children      Self  Command          Shared Object             Symbol                                                                                                                                                                           
# ........  ........  ...............  ........................  .................................................................................................................................................................................
#
     0.00%     0.00%  chronyd          [kernel.kallsyms]         [k] __handle_mm_fault
     0.00%     0.00%  chronyd          [kernel.kallsyms]         [k] __x64_sys_select
     0.00%     0.00%  chronyd          [kernel.kallsyms]         [k] blk_finish_plug
     0.00%     0.00%  chronyd          [kernel.kallsyms]         [k] blk_mq_flush_plug_list
     0.00%     0.00%  chronyd          [kernel.kallsyms]         [k] blk_mq_sched_insert_requests
     0.00%     0.00%  chronyd          [kernel.kallsyms]         [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  chronyd          [kernel.kallsyms]         [k] core_sys_select
     0.00%     0.00%  chronyd          [kernel.kallsyms]         [k] do_swap_page
     0.00%     0.00%  chronyd          [kernel.kallsyms]         [k] handle_mm_fault
     0.00%     0.00%  chronyd          [kernel.kallsyms]         [k] kern_select
     0.00%     0.00%  chronyd          [kernel.kallsyms]         [k] nvme_queue_rq
     0.00%     0.00%  chronyd          [kernel.kallsyms]         [k] swap_vma_readahead
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d7a34a
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x00000000007b9b0c
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c482b0
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]         [k] ext4_journal_check_start
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] node_page_state
     0.00%     0.00%  perf             [kernel.kallsyms]         [k] node_dirty_ok
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000b9441f
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]         [k] __cond_resched
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]         [k] __wait_on_buffer
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c82b28
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] __mod_node_page_state
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] __mod_lruvec_page_state
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] __mod_lruvec_state
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] do_fault
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] do_read_fault
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] do_set_pte
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] filemap_map_pages
     0.00%     0.00%  irqbalance       [kernel.kallsyms]         [k] page_add_file_rmap
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c9d52a
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000e284fb
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c8042a
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000da03ef
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000cf66f3
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000da1e2f
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000cacf69
     0.00%     0.00%  kworker/6:1-mm_  [kernel.kallsyms]         [k] __switch_to
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] cp_new_stat
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] from_kuid_munged
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ca919e
     0.00%     0.00%  kworker/0:3-mm_  [kernel.kallsyms]         [k] reweight_entity
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] __common_interrupt
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] asm_common_interrupt
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] blk_mq_end_request
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] blk_update_request
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] common_interrupt
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] handle_edge_irq
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] handle_irq_event
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] iomap_dio_bio_end_io
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] nvme_irq
     0.00%     0.00%  kworker/7:2-eve  [kernel.kallsyms]         [k] nvme_process_cq
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]         [k] resched_curr
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]         [k] __free_one_page
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x000000000002608f
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] hrtimer_run_queues
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x000000000079be36
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]         [k] __update_load_avg_se
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ef1a34
     0.00%     0.00%  kworker/21:1H-k  [kernel.kallsyms]         [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d7992d
     0.00%     0.00%  kworker/12:0     [kernel.kallsyms]         [k] update_cfs_group
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d9f13a
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d916f6
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d9284f
     0.00%     0.00%  tclsh8.6         libtcl8.6.so              [.] Tcl_SetListObj
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c9c596
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ea8e1f
     0.00%     0.00%  kworker/7:3      [kernel.kallsyms]         [k] kthread_data
     0.00%     0.00%  kworker/7:3      [kernel.kallsyms]         [k] wq_worker_sleeping
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]         [k] kthread_data
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000cada41
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000cd01b0
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x00000000007917a3
     0.00%     0.00%  kworker/29:2-mm  [kernel.kallsyms]         [k] strnlen
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000b8b830
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d77586
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d7c43b
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000798f4e
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x0000000000017b2f
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d13e8e
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c44a36
     0.00%     0.00%  swapper          [kernel.kallsyms]         [k] wake_affine_weight
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d3c501
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c89c9c
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]         [k] kthread_is_per_cpu
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]         [k] can_migrate_task
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]         [k] detach_tasks
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x0000000000025fbe
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c86181
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d11469
     0.00%     0.00%  kworker/21:2     [kernel.kallsyms]         [k] update_blocked_averages
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000e22853
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]         [k] wq_worker_running
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZNSt18condition_variable10notify_oneEv@plt
     0.00%     0.00%  kworker/7:1H-kb  [kernel.kallsyms]         [k] __wrgsbase_inactive
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c9e711
     0.00%     0.00%  kworker/29:2-mm  [kernel.kallsyms]         [k] resched_curr
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]         [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c9f88a
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c2f1d2
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]         [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]         [k] find_busiest_group
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c28502
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000cccccc
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN10Item_equal20count_sargable_condsEPv
     0.00%     0.00%  tclsh8.6         libtcl8.6.so              [.] TclHandlePreserve
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]         [k] del_timer_sync
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]         [k] lock_timer_base
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d54bf3
     0.00%     0.00%  kworker/u64:39-  [kernel.kallsyms]         [k] update_curr
     0.00%     0.00%  kworker/u64:39-  [kernel.kallsyms]         [k] __schedule
     0.00%     0.00%  kworker/u64:39-  [kernel.kallsyms]         [k] dequeue_entity
     0.00%     0.00%  kworker/u64:39-  [kernel.kallsyms]         [k] dequeue_task_fair
     0.00%     0.00%  kworker/u64:39-  [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ef08ee
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]         [k] __switch_to
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d9f880
     0.00%     0.00%  migration/6      [kernel.kallsyms]         [k] kthread
     0.00%     0.00%  migration/6      [kernel.kallsyms]         [k] ret_from_fork
     0.00%     0.00%  migration/6      [kernel.kallsyms]         [k] smpboot_thread_fn
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x000000000086c330
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]         [k] native_sched_clock
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]         [k] sched_clock_cpu
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]         [k] update_rq_clock
     0.00%     0.00%  mariadbd         [kernel.kallsyms]         [k] update_wall_time
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d12a86
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]         [k] blk_mq_queue_tag_busy_iter
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]         [k] blk_mq_timeout_work
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c341b6
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]         [k] blk_mq_get_driver_tag
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d9f16b
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZNK7handler18ha_table_share_psiEv
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000da2dbd
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN7handler12keyread_timeEjjy
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] __const_udelay
     0.00%     0.00%  kswapd0          [kernel.kallsyms]         [k] amd_pmu_wait_on_overflow
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c80295
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]         [k] llist_add_batch
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]         [k] __smp_call_single_queue
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000a98f9c
     0.00%     0.00%  kworker/25:1H-k  [kernel.kallsyms]         [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/25:1H-k  [kernel.kallsyms]         [k] blk_mq_do_dispatch_ctx
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d1c037
     0.00%     0.00%  ksoftirqd/12     [kernel.kallsyms]         [k] _find_next_bit
     0.00%     0.00%  ksoftirqd/12     [kernel.kallsyms]         [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/12     [kernel.kallsyms]         [k] cpumask_next_and
     0.00%     0.00%  ksoftirqd/12     [kernel.kallsyms]         [k] load_balance
     0.00%     0.00%  ksoftirqd/12     [kernel.kallsyms]         [k] rebalance_domains
     0.00%     0.00%  ksoftirqd/12     [kernel.kallsyms]         [k] run_ksoftirqd
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x000000000085b001
     0.00%     0.00%  sshd             [kernel.kallsyms]         [k] sk_forced_mem_schedule
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000da1f51
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x00000000006a5848
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c799b1
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000798771
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] _find_next_bit
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]         [k] cpumask_next_wrap
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN11select_send24send_result_set_metadataER4ListI4ItemEj
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000ca7b25
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]         [k] __mod_memcg_lruvec_state
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]         [k] __pagevec_lru_add
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]         [k] __pagevec_lru_add_fn
     0.00%     0.00%  sssd_nss         [kernel.kallsyms]         [k] lru_cache_add
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c34138
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]         [k] propagate_protected_usage
     0.00%     0.00%  rhsmcertd-worke  [kernel.kallsyms]         [k] page_counter_try_charge
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c36494
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x0000000000023edc
     0.00%     0.00%  kworker/1:3-eve  [kernel.kallsyms]         [k] migrate_task_rq_fair
     0.00%     0.00%  kworker/1:3-eve  [kernel.kallsyms]         [k] remove_entity_load_avg
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000c486bb
     0.00%     0.00%  kworker/u64:38-  [kernel.kallsyms]         [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                  [.] _ZN19Materialized_cursor4openEP4JOIN
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]         [k] hrtimer_forward
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000da24f1
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]         [k] poll_freewait
     0.00%     0.00%  kworker/u64:37-  [kernel.kallsyms]         [k] clear_page_dirty_for_io
     0.00%     0.00%  tclsh8.6         libmariadb.so.3           [.] 0x0000000000020fae
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000d12f26
     0.00%     0.00%  mariadbd         mariadbd                  [.] 0x0000000000982f9c
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]         [k] _find_next_bit
     0.00%     0.00%  kworker/6:2      [kernel.kallsyms]         [k] cpumask_next
