# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 23811225081354
#
# Children      Self  Command          Shared Object          Symbol                                             
# ........  ........  ...............  .....................  ...................................................
#
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __page_set_anon_rmap
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] swap_cgroup_record
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] queued_read_lock_slowpath
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mod_node_page_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] sync_mm_rss
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] native_write_msr
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] down_write_killable
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] do_task_stat
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] local_touch_nmi
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __radix_tree_lookup
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] irqentry_enter_from_user_mode
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_mapping
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] clockevents_program_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __zone_watermark_ok
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] xas_store
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] blk_try_enter_queue
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] idle_cpu
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __wrgsbase_inactive
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] cpumask_next
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sched_clock_idle_sleep_event
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_program_event
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_tick_stopped
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] account_process_tick
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] do_shrink_slab
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] pm_qos_read_value
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] xas_create_range
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] propagate_protected_usage
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_got_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] idle_cpu
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] read_tsc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sugov_get_util
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] change_protection
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_map_object
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ktime_get_ts64
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] swap_cgroup_record
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __bitmap_and
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __pm_relax
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] link_path_walk.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pgd_none
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rwsem_down_write_slowpath
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_activate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] _find_next_bit
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] rmap_walk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] account_system_time
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] run_rebalance_domains
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] task_numa_work
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] task_work_run
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] select_estimate_accuracy
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] effective_cpu_util
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] rmap_walk_anon
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mutex_lock
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] set_page_dirty
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_random_u32
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] mutex_lock
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] isolate_freepages_block
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cpufreq_driver_resolve_freq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __put_user_4
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] change_prot_numa
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_call_function_single
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] check_preempt_curr
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] release_pages
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] nohz_balance_exit_idle
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __resolve_freq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] do_memsw_account
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __rdgsbase_inactive
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lock_page_lruvec_irq
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] cgroup_rstat_updated
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_trylock
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] copy_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] update_batch_size
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] workingset_eviction
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] account_system_index_time
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rcu_read_unlock_strict
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lock_page_lruvec_irqsave
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] uncharge_batch
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sched_idle_set_state
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] mem_cgroup_id_get_online
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] available_idle_cpu
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_remove_rmap
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] reset_batch_size
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __mod_zone_page_state
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] anon_vma_interval_tree_iter_first
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] xas_create_range
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] cgroup_rstat_updated
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] swp_entry_cmp
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_remove_rmap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_io_ticks
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] blkcg_rstat_flush
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_shrinker_scan
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] cpumask_next
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_retain_tick
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] scan_swap_map_slots
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] is_cpu_allowed
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __mem_cgroup_charge
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] scan_swap_map_slots
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_compact
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] memset
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] native_irq_return_iret
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] calc_load_nohz_start
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] blkcg_rstat_flush
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_counter_uncharge
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] timekeeping_advance
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] hrtimer_active
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sync_regs
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] _raw_spin_trylock
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __mem_cgroup_uncharge_list
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] alloc_pages
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_task_fair
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] split_map_pages
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_wall_time
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_call_function_single
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] walk_component
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] rmap_walk
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] try_to_migrate
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] try_to_migrate_one
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] get_page_from_freelist
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] skb_put
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] obj_free
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_core_si
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_endio
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __sysvec_call_function_single
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_call_function_single
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] irq_enter_rcu
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] count_shadow_nodes
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] enter_lazy_tlb
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] zcomp_stream_get
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __next_zones_zonelist
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __lock_text_start
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_free_swap
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] move_to_new_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] account_system_time
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] mprotect_fixup
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] up_read
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] timerqueue_iterate_next
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] anon_vma_interval_tree_iter_first
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __bitmap_and
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] flush_tlb_mm_range
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] ptep_clear_flush
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] down_read_trylock
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] down_read_trylock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] acct_account_cputime
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sched_clock
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_counter_cancel
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __update_load_avg_blocked_se
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] do_swap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] migrate_page_move_mapping
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] clockevents_program_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] psi_task_change
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] set_page_dirty
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] account_system_index_time
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] anon_vma_interval_tree_iter_first
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_core
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sched_ttwu_pending
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpus_share_cache
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] set_page_dirty
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __bitmap_and
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cpuidle_get_cpu_driver
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] native_load_tls
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] get_next_freq
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] try_to_migrate
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] post_alloc_hook
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] iov_iter_init
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] _raw_spin_lock_irq
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rb_insert_color
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] propagate_protected_usage
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] down_read
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __bitmap_andnot
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] get_partial_node.part.0
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] migrate_page
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] ext4_da_write_begin
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] rmqueue_bulk
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] try_to_migrate_one
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rebalance_domains
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] arch_scale_freq_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rwsem_down_read_slowpath
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] swap_duplicate
