# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 25690489329285
#
# Children      Self  Command          Shared Object          Symbol                                        
# ........  ........  ...............  .....................  ..............................................
#
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] check_pte
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] available_idle_cpu
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] super_cache_count
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] _find_first_bit
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] get_partial_node.part.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] native_irq_return_iret
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_irq_enter
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_qs
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] llist_add_batch
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] wakeup_kswapd
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] native_apic_msr_eoi_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __mod_node_page_state
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] schedule_timeout
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  snapd            [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] rmap_walk_anon
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] kernel_init_free_pages.part.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_qs
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] link_path_walk.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] uncharge_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] x2apic_send_IPI
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_send_call_func_single_ipi
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] grab_cache_page_write_begin
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] pagecache_get_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] run_timer_softirq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] irq_work_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __run_timers.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __schedule
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] set_page_dirty
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] anon_vma_interval_tree_iter_first
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __bitmap_andnot
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] queued_write_lock_slowpath
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] _extract_crng
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __isolate_lru_page_prepare
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] filename_lookup
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] user_path_at_empty
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] x2apic_send_IPI
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] native_send_call_func_single_ipi
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] native_load_tls
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] wp_page_copy
     0.00%     0.00%  top              [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  top              [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] asm_exc_page_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] do_user_addr_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] exc_page_fault
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_flush_tlb_one_user
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] unlock_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __cpuset_node_allowed
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] ptep_clear_flush_young
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __swap_duplicate
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] x86_pmu_disable
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] blkcg_rstat_flush
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] x2apic_send_IPI
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] native_send_call_func_single_ipi
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] send_call_function_single_ipi
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] proc_single_open
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] compaction_alloc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] x86_pmu_disable
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] lru_note_cost
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] switch_mm_irqs_off
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lookup_fast
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_referenced_one
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] trigger_load_balance
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __handle_mm_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] handle_mm_fault
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] run_timer_softirq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lock_page_memcg
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __cgroup_account_cputime_field
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] arch_cpu_idle_exit
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __split_huge_pmd
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] split_huge_pmd_address
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] _raw_read_lock
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] add_to_page_cache_lru
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __x64_sys_openat
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] do_sys_openat2
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] xas_create
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __test_set_page_writeback
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_hrtimer
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_dynticks_eqs_exit
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] shrink_slab
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] mem_cgroup_flush_stats
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] workingset_refault
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] scan_swap_map_slots
     0.00%     0.00%  redis-server     libc.so.6              [.] epoll_wait
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] timekeeping_update
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] wakeup_kcompactd
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] native_write_msr
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] obj_free
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] note_gp_changes
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __secure_computing
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] syscall_enter_from_user_mode
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] syscall_trace_enter.constprop.0
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __isolate_lru_page_prepare
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_not_mapped
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __anon_vma_interval_tree_subtree_search
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] clear_buddies
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] disk_end_io_acct
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rebalance_domains
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] up_read
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] call_timer_fn
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] timerqueue_iterate_next
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ktime_get_with_offset
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpumask_next_wrap
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] single_open
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] inc_node_page_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] kthread_blkcg
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] chacha_block_generic
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] __do_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] do_page_cache_ra
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] filemap_fault
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]      [k] page_cache_ra_unbounded
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sched_clock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] swap_duplicate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] should_fail_alloc_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] task_numa_fault
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] lru_cache_add
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] lru_cache_add_inactive_or_unevictable
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] fix_fullness_group
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] test_clear_page_writeback
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] psi_task_change
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mem_cgroup_iter
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] _warn_unseeded_randomness
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ktime_get
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_blocked_averages
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] do_filp_open
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] blk_queue_enter
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __cpuset_node_allowed
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] attach_entity_load_avg
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_swap_info
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_id_get_online
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __x64_sys_newfstatat
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sugov_get_util
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] chacha_permute
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] note_gp_changes
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] alloc_pages
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] get_page_from_freelist
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] compaction_suitable
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] resched_curr
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_next_freq
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] mem_cgroup_update_lru_size
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] insert_zspage
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __compaction_suitable
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __run_timers.part.0
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] update_group_capacity
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] lapic_next_deadline
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] walk_component
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] new_slab
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_forward
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_get_next_hrtimer
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] path_openat
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] obj_malloc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] hrtick_update
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] __do_sys_newfstatat
     0.00%     0.00%  perf             [kernel.kallsyms]      [k] __x64_sys_poll
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] inode_permission.part.0
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] attach_entity_load_avg
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] wake_up_process
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] __cond_resched
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_shrinker_count
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] jiffies_to_usecs
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sugov_iowait_apply
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ____fput
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] put_swap_page
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] cpumask_next
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] calc_global_load_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] deactivate_task
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] timekeeping_advance
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] update_wall_time
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_anon_vma
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] page_get_anon_vma
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]      [k] rmap_walk
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] pgd_none
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_accelerate_cbs
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] enqueue_hrtimer
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_mapped
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]      [k] vfs_statx
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] obj_malloc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] attach_task
     0.00%     0.00%  kcompactd1       [kernel.kallsyms]      [k] down_read
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __part_end_io_acct
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] do_shrink_slab
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] error_entry
