# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 49246729955078
#
# Children      Self  Command          Shared Object          Symbol                                                   
# ........  ........  ...............  .....................  .........................................................
#
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] clear_buddies
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __mod_lruvec_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] schedule
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] lru_gen_update_size
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_dl_rq_load_avg
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpumask_next
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sched_clock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] _raw_read_lock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] note_gp_changes
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __sysvec_call_function_single
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] queued_read_lock_slowpath
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] run_timer_softirq
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] native_apic_msr_eoi_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lock_page_lruvec_irq
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_mapping
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sync_regs
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] __run_timers.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] anon_vma_interval_tree_iter_first
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] account_user_time
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] native_irq_return_iret
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] xas_clear_mark
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] vfs_open
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] calc_global_load_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lookup_fast
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] process_timeout
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] raw_spin_rq_lock_nested
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] put_prev_task_idle
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] clockevents_program_event
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] check_preempt_wakeup
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] arch_scale_freq_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] cpuacct_charge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] load_new_mm_cr3
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] queued_write_lock_slowpath
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.00%     0.00%  top              [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]      [k] schedule_timeout
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] obj_malloc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rb_insert_color
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ____fput
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_iret
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rebalance_domains
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_io_ticks
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] do_dentry_open
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] check_preempt_curr
     0.00%     0.00%  top              [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] sort_r
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] zcomp_stream_get
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sched_ttwu_pending
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_update_gen
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_irq_enter
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_active
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] clear_buddies
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] try_to_unmap
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] count_shadow_nodes
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_counter_try_charge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_entity
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] idle_cpu
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] zs_unmap_object
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_vma_mapped_walk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __cpuset_node_allowed
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rwsem_wake.isra.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] up_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] autoremove_wake_function
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] default_wake_function
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __radix_tree_lookup
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] radix_tree_lookup
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] idr_find
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_accelerate_cbs
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __remove_mapping
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] call_timer_fn
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ptep_clear_flush
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] down_read
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] timerqueue_del
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] mempolicy_slab_node
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] try_to_wake_up
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] sched_clock_idle_wakeup_event
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_next_freq
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] chacha_block_generic
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_blocked_averages
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] release_pages
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] migrate_page_move_mapping
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rb_insert_color
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] update_group_capacity
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] zs_unmap_object
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] ptep_test_and_clear_young
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] note_gp_changes
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __fput
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __free_one_page
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]      [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]      [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] arch_cpu_idle_exit
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mod_lruvec_page_state
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] account_process_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __msecs_to_jiffies
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sched_clock
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] wake_up_process
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] rcu_dynticks_eqs_exit
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mod_zone_page_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] get_shadow_from_swap_cache
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] _extract_crng
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_counter_try_charge
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] timekeeping_update
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] try_to_unmap_one
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rwsem_down_read_slowpath
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] update_cfs_group
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] xa_load
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] kthread
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] ret_from_fork
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_mapping
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] ktime_get_update_offsets_now
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sugov_iowait_apply
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] PageHuge
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]      [k] flush_memcg_stats_dwork
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] resched_curr
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_apic_msr_eoi_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] native_flush_tlb_local
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] check_pte
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_hrtimer
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] blkcg_rstat_flush
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_vma_mapped_walk
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] run_posix_cpu_timers
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] timespec64_add_safe
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] update_min_vruntime
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_update_gen
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] update_curr
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] worker_thread
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __remove_mapping
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mod_node_page_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] _raw_spin_trylock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] irq_work_tick
     0.00%     0.00%  redis-server     libc.so.6              [.] epoll_wait
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] cpu_latency_qos_limit
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] offset_to_swap_extent
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] obj_malloc
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] chacha_permute
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_endio
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] swap_page_sector
     0.00%     0.00%  memtier_benchma  [unknown]              [.] 0000000000000000
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] end_page_writeback
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] alloc_pages
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] get_page_from_freelist
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] __note_gp_changes
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] rmqueue_bulk
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __alloc_pages
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] alloc_pages
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] get_page_from_freelist
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_get_anon_vma
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] smp_call_function_single_async
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __mod_lruvec_page_state
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] getname
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] vma_merge
     0.00%     0.00%  kworker/u97:0-e  [kernel.kallsyms]      [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] lock_page_lruvec_irqsave
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] calc_global_load_tick
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] do_syscall_64
     0.00%     0.00%  irqbalance       [kernel.kallsyms]      [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] lru_cache_add
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] lru_cache_add_inactive_or_unevictable
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] add_to_swap_cache
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] seq_put_decimal_ull
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] rmqueue_bulk
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] getname_flags.part.0
     0.00%     0.00%  kswapd1          [kernel.kallsyms]      [k] __delete_from_swap_cache
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] __mod_memcg_state.part.0
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_forward
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] deactivate_task
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] dequeue_task
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_irq_exit
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] page_anon_vma
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_update_lru_size
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sugov_iowait_boost
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __pagevec_lru_add
     0.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] add_to_swap_cache
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] update_rt_rq_load_avg
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] wake_up_q
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] intel_pmu_enable_all
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] x86_pmu_enable
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] seq_put_decimal_ull_width
     0.00%     0.00%  redis-server     [kernel.kallsyms]      [k] num_to_str
     0.00%     0.00%  kworker/u97:8-e  [kernel.kallsyms]      [k] process_one_work
     0.00%     0.00%  swapper          [kernel.kallsyms]      [k] process_timeout
