# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 484K of event 'cycles'
# Event count (approx.): 18141146334815
#
# Children      Self  Command          Shared Object             Symbol                                                                
# ........  ........  ...............  ........................  ......................................................................
#
     0.02%     0.02%  memcached        memcached                 [.] 0x0000000000013c83
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]         [k] _raw_read_unlock_irqrestore
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]         [k] update_min_vruntime
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] check_stack_object
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] __copy_msghdr_from_user
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002f8a8
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] task_tick_fair
     0.02%     0.02%  kswapd0          [kernel.kallsyms]         [k] find_alloced_obj
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] tsc_verify_tsc_adjust
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] rcu_dynticks_eqs_enter
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] tick_nohz_idle_retain_tick
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] cpuidle_select
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] __x64_sys_read
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] native_flush_tlb_one_user
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] lru_add_drain
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] menu_reflect
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] swap_free
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] wake_all_kswapds
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] rcu_all_qs
     0.02%     0.00%  swapper          [kernel.kallsyms]         [k] sysvec_call_function_single
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] rcu_pending
     0.02%     0.00%  kswapd0          [kernel.kallsyms]         [k] sysvec_apic_timer_interrupt
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] lru_add_drain_cpu
     0.02%     0.01%  swapper          [kernel.kallsyms]         [k] enqueue_entity
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]         [k] __lock_text_start
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]         [k] amd_pmu_addr_offset
     0.02%     0.02%  memcached        memcached                 [.] 0x000000000001405b
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]         [k] update_cfs_rq_h_load
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] irqentry_enter
     0.02%     0.01%  swapper          [kernel.kallsyms]         [k] irqentry_enter
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] __part_start_io_acct
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000024af0
     0.02%     0.02%  memcached        memcached                 [.] 0x0000000000013c57
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] rcu_eqs_enter.constprop.0
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]         [k] asm_sysvec_call_function
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] sockfd_lookup_light
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] skb_put
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2     [.] event_del
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] rcu_sched_clock_irq
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000001f1f5
     0.02%     0.01%  swapper          [kernel.kallsyms]         [k] rcu_idle_exit
     0.02%     0.02%  memcached        memcached                 [.] 0x000000000001ec5f
     0.02%     0.00%  kswapd0          [kernel.kallsyms]         [k] __sysvec_apic_timer_interrupt
     0.02%     0.02%  memcached        memcached                 [.] 0x0000000000013d61
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] maybe_add_creds
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] remove_entity_load_avg
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] update_irq_load_avg
     0.02%     0.02%  memcached        memcached                 [.] 0x0000000000016e60
     0.02%     0.00%  kswapd0          [kernel.kallsyms]         [k] hrtimer_interrupt
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] __test_set_page_writeback
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] scan_swap_map_slots
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] memcpy
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]         [k] ktime_get_coarse_real_ts64
     0.02%     0.01%  swapper          [kernel.kallsyms]         [k] update_sg_lb_stats
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] check_cpu_stall
     0.02%     0.02%  memtier_benchma  libc-2.28.so              [.] epoll_ctl
     0.02%     0.02%  memcached        memcached                 [.] 0x000000000001390a
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] put_prev_task_idle
     0.02%     0.02%  memtier_benchma  memtier_benchmark         [.] _ZN17protocol_response5clearEv
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] sock_recvmsg
     0.02%     0.02%  memtier_benchma  [vdso]                    [.] 0x00000000000008fe
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]         [k] skb_unlink
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] shrink_slab_memcg
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] __check_heap_object
     0.02%     0.01%  swapper          [kernel.kallsyms]         [k] sysvec_reschedule_ipi
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] cpuidle_get_cpu_driver
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] rcu_pending
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] cpumask_any_but
     0.02%     0.02%  memcached        memcached                 [.] 0x000000000001932a
     0.02%     0.02%  memcached        memcached                 [.] 0x000000000001ea3e
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] __const_udelay
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] __bitmap_and
     0.02%     0.02%  memcached        memcached                 [.] 0x000000000001375f
     0.02%     0.02%  memcached        memcached                 [.] 0x0000000000022352
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] unlock_page
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] free_pcppages_bulk
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]         [k] rcu_all_qs
     0.02%     0.02%  kswapd0          [kernel.kallsyms]         [k] _swap_info_get
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] remove_entity_load_avg
     0.02%     0.02%  memcached        memcached                 [.] 0x0000000000009a23
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000020491
     0.02%     0.00%  kswapd0          [kernel.kallsyms]         [k] __hrtimer_run_queues
     0.02%     0.00%  kswapd0          [kernel.kallsyms]         [k] __run_hrtimer
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] local_touch_nmi
     0.02%     0.02%  memcached        memcached                 [.] 0x00000000000139e7
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] __part_end_io_acct
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] xas_create
     0.02%     0.02%  memcached        memcached                 [.] 0x00000000000093f2
     0.02%     0.02%  memcached        libc-2.28.so              [.] __libc_enable_asynccancel
     0.02%     0.02%  memcached        memcached                 [.] 0x00000000000133f7
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] __list_add_valid
     0.02%     0.01%  swapper          [kernel.kallsyms]         [k] __update_blocked_fair
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]         [k] native_smp_send_reschedule
     0.02%     0.02%  memtier_benchma  memtier_benchmark         [.] _Z23benchmark_log_file_lineiPKcjS0_z
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] timer_clear_idle
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] restore_regs_and_return_to_kernel
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] error_return
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] lru_gen_update_size
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] skb_unlink
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]         [k] skb_put
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] run_rebalance_domains
     0.02%     0.00%  kswapd0          [kernel.kallsyms]         [k] tick_sched_timer
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] page_mapping
     0.02%     0.02%  memtier_benchma  memtier_benchmark         [.] _ZN6client8finishedEv
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002f770
     0.02%     0.02%  memtier_benchma  [vdso]                    [.] 0x00000000000007f0
     0.02%     0.02%  memcached        memcached                 [.] 0x00000000000093e3
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000021f08
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000002fad0
     0.02%     0.02%  memcached        memcached                 [.] 0x0000000000016e97
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] __const_udelay
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] mem_cgroup_charge_statistics.constprop.0
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x0000000000021ef1
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]         [k] check_cpu_stall
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] swap_page_sector
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] native_smp_send_reschedule
     0.02%     0.02%  memcached        memcached                 [.] 0x00000000000093cf
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] update_blocked_averages
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000001f174
     0.02%     0.02%  memtier_benchma  memtier_benchmark         [.] _ZN16shard_connection7pop_reqEv
     0.02%     0.00%  memcached        [kernel.kallsyms]         [k] page_add_new_anon_rmap
     0.02%     0.02%  memtier_benchma  memtier_benchmark         [.] _ZN16shard_connection16send_get_commandEP7timevalPKcij
     0.02%     0.00%  kswapd0          [kernel.kallsyms]         [k] xas_create_range
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]         [k] ___slab_alloc
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] put_pid
     0.02%     0.00%  kswapd0          [kernel.kallsyms]         [k] update_process_times
     0.02%     0.00%  kswapd0          [kernel.kallsyms]         [k] tick_sched_handle
     0.02%     0.02%  memcached        memcached                 [.] 0x0000000000013423
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] kmem_cache_alloc
     0.02%     0.00%  kswapd0          [kernel.kallsyms]         [k] try_to_free_swap.part.0
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2     [.] event_changelist_remove_all_
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] run_rebalance_domains
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] ktime_get
     0.02%     0.02%  kswapd0          [kernel.kallsyms]         [k] page_update_gen
     0.02%     0.02%  memcached        [vdso]                    [.] 0x00000000000007f1
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]         [k] kfree_skbmem
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] ktime_get_update_offsets_now
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] set_next_entity
     0.02%     0.02%  swapper          [kernel.kallsyms]         [k] acpi_idle_do_entry
     0.02%     0.02%  memtier_benchma  memtier_benchmark         [.] _ZN14gaussian_noise27gaussian_distribution_rangeEddyy
     0.02%     0.02%  memcached        [kernel.kallsyms]         [k] __irqentry_text_end
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] sysvec_call_function
     0.02%     0.02%  memtier_benchma  libevent-2.1.so.6.0.2     [.] 0x000000000001ef82
     0.02%     0.01%  memcached        [kernel.kallsyms]         [k] __zs_map_object
     0.01%     0.01%  memcached        [kernel.kallsyms]         [k] blk_queue_enter
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]         [k] update_blocked_averages
     0.01%     0.01%  swapper          [kernel.kallsyms]         [k] __lock_text_start
     0.01%     0.01%  memcached        [kernel.kallsyms]         [k] nohz_newidle_balance
     0.01%     0.01%  kswapd0          [kernel.kallsyms]         [k] ptep_test_and_clear_young
     0.01%     0.01%  memtier_benchma  libc-2.28.so              [.] __strdup
     0.01%     0.00%  kswapd0          [kernel.kallsyms]         [k] pagevec_lru_move_fn
     0.01%     0.00%  kswapd0          [kernel.kallsyms]         [k] activate_page
     0.01%     0.01%  memcached        memcached                 [.] 0x000000000001ec54
     0.01%     0.01%  memcached        memcached                 [.] 0x0000000000016e64
     0.01%     0.00%  swapper          [kernel.kallsyms]         [k] irqentry_exit
     0.01%     0.00%  kswapd0          [kernel.kallsyms]         [k] page_swapcount
     0.01%     0.01%  kswapd0          [kernel.kallsyms]         [k] kmem_cache_alloc
     0.01%     0.01%  memtier_benchma  libevent-2.1.so.6.0.2     [.] bufferevent_run_writecb_
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]         [k] security_socket_recvmsg
     0.01%     0.00%  swapper          [kernel.kallsyms]         [k] __sysvec_call_function_single
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]         [k] rb_insert_color
     0.01%     0.01%  memcached        [kernel.kallsyms]         [k] ksm_might_need_to_copy
     0.01%     0.01%  memcached        [kernel.kallsyms]         [k] queued_spin_unlock
     0.01%     0.01%  memtier_benchma  libc-2.28.so              [.] vfprintf
     0.01%     0.01%  memcached        memcached                 [.] 0x0000000000013c3c
     0.01%     0.01%  swapper          [kernel.kallsyms]         [k] error_entry
     0.01%     0.01%  memcached        [kernel.kallsyms]         [k] ktime_get_coarse_real_ts64
     0.01%     0.00%  memcached        [kernel.kallsyms]         [k] try_to_free_swap.part.0
     0.01%     0.01%  swapper          [kernel.kallsyms]         [k] rcu_note_context_switch
     0.01%     0.01%  memcached        [kernel.kallsyms]         [k] rb_insert_color
     0.01%     0.01%  swapper          [kernel.kallsyms]         [k] native_apic_mem_write
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2     [.] 0x000000000000f034
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.01%     0.01%  swapper          [kernel.kallsyms]         [k] rcu_nmi_enter
     0.01%     0.00%  memcached        [kernel.kallsyms]         [k] page_swapcount
     0.01%     0.01%  memcached        [kernel.kallsyms]         [k] page_endio
     0.01%     0.00%  kswapd0          [kernel.kallsyms]         [k] mem_cgroup_uncharge_list
