# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 26161556673991
#
# Children      Self  Command          Shared Object        Symbol                                          
# ........  ........  ...............  ...................  ................................................
#
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] hrtimer_interrupt
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] __pagevec_lru_add
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] lru_cache_add
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] __anon_vma_interval_tree_subtree_search
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] rmap_walk_anon
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] update_rt_rq_load_avg
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] offset_to_swap_extent
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] irq_enter_rcu
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] lru_cache_add_inactive_or_unevictable
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] timekeeping_update
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] sched_clock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] migrate_misplaced_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] page_get_anon_vma
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] cpuacct_charge
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] update_blocked_averages
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] rcu_read_unlock_strict
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] swap_page_sector
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] lru_cache_add
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] acct_account_cputime
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] wake_up_process
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] get_page_from_freelist
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] deactivate_slab
     0.00%     0.00%  top              [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] uncharge_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] enqueue_entity
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] migrate_pages
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] do_dentry_open
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] _raw_read_lock
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] page_counter_cancel
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __wake_up
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] uncharge_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __pagevec_lru_add
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] wake_up_q
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] down_read
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] memcg_check_events
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] list_lru_count_one
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] rebalance_domains
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] walk_component
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] blk_queue_exit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] default_wake_function
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] ptep_clear_flush
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]    [k] schedule_timeout
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] rwsem_down_read_slowpath
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] reset_batch_size
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] down_read
     0.00%     0.00%  redis-server     libc.so.6            [.] epoll_wait
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] xas_alloc
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] check_pte
     0.00%     0.00%  top              [kernel.kallsyms]    [k] do_syscall_64
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] queued_read_lock_slowpath
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] first_online_pgdat
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] enqueue_hrtimer
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] chacha_block_generic
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] __hrtimer_run_queues
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] _find_first_bit
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] add_to_swap
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] activate_task
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] attach_task
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] free_unref_page
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] lock_page_memcg
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] rcu_dynticks_eqs_exit
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] page_swapcount
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] grab_cache_page_write_begin
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] autoremove_wake_function
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] irq_work_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] p4d_offset
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] pte_to_swp_entry
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] raw_spin_rq_lock_nested
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] run_timer_softirq
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] error_return
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] note_gp_changes
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] try_to_wake_up
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] pagecache_get_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] x86_pmu_enable
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] check_pte
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] new_slab
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] page_referenced
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] account_process_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] timerqueue_add
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __cpuset_node_allowed
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] __run_timers.part.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] clockevents_program_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] chacha_permute
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] sched_clock_idle_wakeup_event
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] kthread_blkcg
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] PageHuge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] intel_pmu_enable_all
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] zswap_frontswap_store
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] note_gp_changes
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] unlock_page_memcg
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] up_write
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] __set_page_dirty_no_writeback
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] lookup_fast
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] update_process_times
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] tick_sched_handle
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] tick_sched_timer
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] rwsem_wake.isra.0
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __x64_sys_poll
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] call_timer_fn
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] calc_global_load_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] hrtimer_update_next_event
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] rb_erase
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] ext4_da_write_end
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] count_memcg_page_event.isra.0
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] ktime_get_with_offset
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] policy_node
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] offset_to_swap_extent
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] blk_queue_exit
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] sugov_get_util
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] update_min_vruntime
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] sched_clock
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] ktime_get_update_offsets_now
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] __alloc_pages_slowpath.constprop.0
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] timespec64_add_safe
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] mempolicy_slab_node
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] wake_up_process
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] set_next_buddy
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] check_preempt_curr
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] rcu_accelerate_cbs
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] mem_cgroup_iter
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] do_sys_poll
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] update_io_ticks
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] lapic_next_deadline
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] kthread
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] process_one_work
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] ret_from_fork
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] worker_thread
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] page_anon_vma
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] insert_zspage
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] mem_cgroup_flush_stats
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] vma_merge
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] hrtick_update
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] process_timeout
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] psi_task_change
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] page_referenced_one
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] get_swap_device
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] __cpuset_node_allowed
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] __mark_inode_dirty
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] ext4_dirty_inode
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] get_next_freq
     0.00%     0.00%  perf             [kernel.kallsyms]    [k] generic_write_end
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] pmdp_test_and_clear_young
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] effective_cpu_util
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] arch_cpu_idle_exit
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] free_pcppages_bulk
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] perf_swevent_stop
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] rcu_sched_clock_irq
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] zs_page_migrate
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] sugov_iowait_boost
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] cpumask_any_but
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] jiffies_to_usecs
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] calc_global_load_tick
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] _warn_unseeded_randomness
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] scheduler_tick
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] __note_gp_changes
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] ____fput
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] rb_insert_color
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] cgroup_rstat_flush_locked
     0.00%     0.00%  kworker/u97:7-e  [kernel.kallsyms]    [k] flush_memcg_stats_dwork
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] read_tsc
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] get_next_freq
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] perf_swevent_start
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] queued_spin_unlock
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] rcu_report_qs_rnp
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] ktime_get
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] hrtimer_update_next_event
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] rotate_reclaimable_page
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] page_mapped
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] hrtimer_active
     0.00%     0.00%  redis-server     redis-check-rdb      [.] lookupKey
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __hrtimer_next_event_base
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] __free_one_page
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] blk_try_enter_queue
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] cpumask_next
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] clear_buddies
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] newidle_balance
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] __fput
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]    [k] rmap_walk_file
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]    [k] schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] rcu_note_context_switch
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] page_not_mapped
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] zs_compact
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] zs_shrinker_scan
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] proc_single_open
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] ktime_get_with_offset
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] psi_task_switch
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] single_open
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] nohz_balance_exit_idle
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] x86_pmu_enable
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] wake_up_process
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] update_group_capacity
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] swap_slot_free_notify
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] inode_permission.part.0
     0.00%     0.00%  swapper          [kernel.kallsyms]    [k] trigger_load_balance
     0.00%     0.00%  irqbalance       [kernel.kallsyms]    [k] do_syscall_64
     0.00%     0.00%  irqbalance       [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] irqentry_enter_from_user_mode
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]    [k] __schedule
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] ksys_write
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]    [k] __x64_sys_write
     0.00%     0.00%  redis-server     [kernel.kallsyms]    [k] __mem_cgroup_threshold
     0.00%     0.00%  kswapd1          [kernel.kallsyms]    [k] __count_memcg_events
     0.00%     0.00%  kswapd0          [kernel.kallsyms]    [k] isolate_pages
