# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 343K of event 'cycles'
# Event count (approx.): 24922430201920
#
# Children      Self  Command          Shared Object      Symbol                                         
# ........  ........  ...............  .................  ...............................................
#
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] alloc_misplaced_dst_page
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] ext4_inode_csum
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] ext4_inode_csum_set
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] activate_task
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] attach_task
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] pagevec_lookup_range_tag
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] __writeback_inodes_wb
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] __writeback_single_inode
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] blkdev_writepages
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] do_writepages
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] generic_writepages
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] process_one_work
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] wb_workfn
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] wb_writeback
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] worker_thread
     0.00%     0.00%  kworker/u98:3-w  [kernel.kallsyms]  [k] writeback_sb_inodes
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] cpuacct_account_field
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] wake_q_add
     0.00%     0.00%  fido_id          [kernel.kallsyms]  [k] __alloc_pages
     0.00%     0.00%  fido_id          [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%     0.00%  fido_id          [kernel.kallsyms]  [k] alloc_pages_vma
     0.00%     0.00%  fido_id          [kernel.kallsyms]  [k] asm_exc_page_fault
     0.00%     0.00%  fido_id          [kernel.kallsyms]  [k] do_user_addr_fault
     0.00%     0.00%  fido_id          [kernel.kallsyms]  [k] do_wp_page
     0.00%     0.00%  fido_id          [kernel.kallsyms]  [k] exc_page_fault
     0.00%     0.00%  fido_id          [kernel.kallsyms]  [k] handle_mm_fault
     0.00%     0.00%  fido_id          [kernel.kallsyms]  [k] wp_page_copy
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __bitmap_and
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] available_idle_cpu
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] pick_next_task_idle
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] native_write_msr
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __perf_event_enable
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __x64_sys_ioctl
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] _perf_event_enable
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] _perf_ioctl
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] ctx_resched
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] event_function
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] event_function_call
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] generic_exec_single
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] perf_event_for_each_child
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] perf_ioctl
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] remote_function
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] smp_call_function_single
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __update_load_avg_blocked_se
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] hrtimer_wakeup
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] lockref_put_return
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __x64_sys_access
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] do_faccessat
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] terminate_walk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] pick_file
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __x64_sys_close
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __do_sys_brk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __x64_sys_brk
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] down_read_trylock
     0.00%     0.00%  memtier_benchma  libc.so.6          [.] 0x00000000001b2eae
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] mpol_misplaced
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] put_page
     0.00%     0.00%  memtier_benchma  libc.so.6          [.] 0x00000000000a8182
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] acpi_os_read_memory
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] pte_val
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] native_flush_tlb_one_user
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] should_numa_migrate_memory
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] timekeeping_advance
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] update_wall_time
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] __ptep_modify_prot_commit
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] pud_val
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] native_sched_clock
     0.00%     0.00%  memtier_benchma  [kernel.kallsyms]  [k] page_mapping
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] sched_clock
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] fill_pmd
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] set_pte_vaddr_p4d
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] asm_exc_page_fault
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] do_user_addr_fault
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] exc_page_fault
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] handle_mm_fault
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] error_entry
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] nmi_cpu_backtrace
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] __do_fault
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] filemap_fault
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] ondemand_readahead
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] page_cache_async_ra
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] page_cache_ra_unbounded
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] workingset_refault
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] raise_softirq
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] intel_pmu_handle_irq
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] perf_sample_event_took
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] enqueue_timer
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] __d_lookup
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] ghes_notify_nmi
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] hrtimer_wakeup
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] __resolve_freq
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] cpufreq_driver_resolve_freq
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] perf_event_nmi_handler
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] mem_cgroup_charge_statistics.constprop.0
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] __mem_cgroup_charge
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] charge_memcg
     0.00%     0.00%  redis-server     [kernel.kallsyms]  [k] ima_file_check


#
# (Cannot load tips.txt file, please install perf!)
#
